split,dòng gốc,lý do loại,văn bản (rút gọn)
test,692,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
test,713,rò rỉ dữ liệu (review đã có trong train),Hình ảnh chỉ mang tính chất nhận xu.......................
test,720,rò rỉ dữ liệu (review đã có trong train),"Shop đóng gói cẩn thận, chờ hàng hơi lâu xíu, nhưng sp ưng, m mua đơn hơn 500k đc tặngg thêm son và túyp dưỡng,"
test,853,rò rỉ dữ liệu (review đã có trong train),"Hình ảnh và video mang tính chất minh hoạ
Hàng đóng gói chắc chắn"
test,885,rò rỉ dữ liệu (review đã có trong train),Rất ưng của Romand nên order bao lần liền! Biết shop bán giá phải chăng mà chất hợp lý nên mua nhiều và tin tưởng
test,916,rò rỉ dữ liệu (review đã có trong train),Mình dùng bbia thấy chất son mềm với mướt lắm ạ. Mình thấy lên màu cũng đẹp nữa. Dịch mà giao nhanh lắm ạ
test,929,rò rỉ dữ liệu (review đã có trong train),"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
test,1002,rò rỉ dữ liệu (review đã có trong train),"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm đẹp và chắc chắn"
test,1025,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
test,1035,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
test,1066,rò rỉ dữ liệu (review đã có trong train),"Dùng thích lắm lun đáng tiền mua nha , chất lượng tuyệt vời luôn í mình sd mà da mềm hẳn"
test,1087,rò rỉ dữ liệu (review đã có trong train),"Dùng thích lắm lun đáng tiền mua nha , chất lượng tuyệt vời luôn í mình sd mà da mềm hẳn"
test,1095,rò rỉ dữ liệu (review đã có trong train),"🥰Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng"
test,1138,rò rỉ dữ liệu (review đã có trong train),NAN
test,1191,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm tốt, đóng gói cẩn thận, chất lượng tuyệt vời không có gì để chê. Shop phục vụ thân thiện 10 điểm"
test,1264,rò rỉ dữ liệu (review đã có trong train),Ok
test,1269,rò rỉ dữ liệu (review đã có trong train),"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
test,1276,rò rỉ dữ liệu (review đã có trong train),NAN
test,1277,rò rỉ dữ liệu (review đã có trong train),"dạ bạn nhắn qua @tarot.bychao để đặt lịch xem & được tư vấn kĩ hơn ạ, mình cảm ơn bạn nha❤."
test,1348,rò rỉ dữ liệu (review đã có trong train),"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn"
test,1363,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
test,1445,rò rỉ dữ liệu (review đã có trong train),NAN
test,1508,rò rỉ dữ liệu (review đã có trong train),"Sản phẩm tốt, đóng gói cẩn thận, chất lượng tuyệt vời không có gì để chê. Shop phục vụ thân thiện 10 điểm"
test,1535,rò rỉ dữ liệu (review đã có trong train),hình ảnh chỉ mang tính chất minh hoạ ☺️☺️‼️🤕🥰🤘🏻😊🐈😊🙏😏😂😏🙏😀💩🥰
test,1587,rò rỉ dữ liệu (review đã có trong train),Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,115,trùng lặp chính xác,NAN
train,269,trùng lặp chính xác,NAN
train,275,trùng lặp chính xác,NAN
train,324,trùng lặp chính xác,NAN
train,379,trùng lặp chính xác,NAN
train,477,trùng lặp chính xác,NAN
train,979,trùng lặp chính xác,NAN
train,1089,trùng lặp chính xác,NAN
train,1285,trùng lặp chính xác,NAN
train,1326,trùng lặp chính xác,NAN
train,2129,trùng lặp chính xác,NAN
train,2313,trùng lặp chính xác,NAN
train,2381,trùng lặp chính xác,NAN
train,2478,trùng lặp chính xác,NAN
train,2615,trùng lặp chính xác,NAN
train,2655,trùng lặp chính xác,NAN
train,2792,trùng lặp chính xác,NAN
train,2857,trùng lặp chính xác,NAN
train,2953,trùng lặp chính xác,NAN
train,2967,trùng lặp chính xác,NAN
train,3086,trùng lặp chính xác,NAN
train,3113,trùng lặp chính xác,NAN
train,3146,trùng lặp chính xác,NAN
train,3236,trùng lặp chính xác,NAN
train,3242,trùng lặp chính xác,NAN
train,3258,trùng lặp chính xác,NAN
train,3315,trùng lặp chính xác,NAN
train,3416,trùng lặp chính xác,NAN
train,3547,trùng lặp chính xác,NAN
train,3613,trùng lặp chính xác,NAN
train,3619,trùng lặp chính xác,NAN
train,3627,trùng lặp chính xác,NAN
train,3851,trùng lặp chính xác,NAN
train,3871,trùng lặp chính xác,NAN
train,4069,trùng lặp chính xác,NAN
train,4138,trùng lặp chính xác,NAN
train,4928,trùng lặp chính xác,NAN
train,4992,trùng lặp chính xác,NAN
train,5107,trùng lặp chính xác,NAN
train,5241,trùng lặp chính xác,NAN
train,5283,trùng lặp chính xác,NAN
train,5555,trùng lặp chính xác,NAN
train,5825,trùng lặp chính xác,NAN
train,6041,trùng lặp chính xác,NAN
train,6053,trùng lặp chính xác,NAN
train,6202,trùng lặp chính xác,NAN
train,6384,trùng lặp chính xác,NAN
train,6424,trùng lặp chính xác,NAN
train,6901,trùng lặp chính xác,NAN
train,7155,trùng lặp chính xác,NAN
train,7251,trùng lặp chính xác,NAN
train,7823,trùng lặp chính xác,NAN
train,8042,trùng lặp chính xác,NAN
train,8266,trùng lặp chính xác,NAN
train,8344,trùng lặp chính xác,NAN
train,8428,trùng lặp chính xác,NAN
train,8690,trùng lặp chính xác,NAN
train,8934,trùng lặp chính xác,NAN
train,9178,trùng lặp chính xác,NAN
train,9596,trùng lặp chính xác,NAN
train,9674,trùng lặp chính xác,NAN
train,9701,trùng lặp chính xác,NAN
train,9768,trùng lặp chính xác,NAN
train,10916,trùng lặp chính xác,NAN
train,11029,trùng lặp chính xác,NAN
train,11043,trùng lặp chính xác,NAN
train,11062,trùng lặp chính xác,NAN
train,11142,trùng lặp chính xác,NAN
train,11321,trùng lặp chính xác,NAN
train,11536,trùng lặp chính xác,NAN
train,11578,trùng lặp chính xác,NAN
train,11744,trùng lặp chính xác,NAN
train,11827,trùng lặp chính xác,NAN
train,11843,trùng lặp chính xác,NAN
train,11876,trùng lặp chính xác,NAN
train,11882,trùng lặp chính xác,NAN
train,12002,trùng lặp chính xác,NAN
train,12033,trùng lặp chính xác,NAN
train,12080,trùng lặp chính xác,NAN
train,12174,trùng lặp chính xác,NAN
train,12245,trùng lặp chính xác,NAN
train,12518,trùng lặp chính xác,NAN
train,12787,trùng lặp chính xác,NAN
train,1844,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,2577,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,2881,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,5905,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,6915,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,7400,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,7975,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,8871,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,9779,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,12171,trùng lặp chính xác,Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường 
train,9520,trùng lặp chính xác,Son xịn với đẹp thật sự :)))) săn sale nên giá hời lắm . Hình ảnh mang tính chất săn xu =]]]]]]
train,8013,trùng lặp chính xác,Sản phẩm y như hình màu siêu đẹp shop gói hàng cẩn thận là sao có cơ hội sẽ tiếp tục ủng hộ shop
train,12853,trùng lặp chính xác,"Đã nhận được hàng, chưa sử dung nên không biết có hiệu quả không"
train,6823,trùng lặp chính xác,"Màu đẹp nhưng chất son dởm , bôi lên không đều được màu , chỗ đậm chỗ nhạt không nên mua son shop này nha mng"
train,8787,trùng lặp chính xác,Giao đúng đủ sản phẩm. Thời gian giao hàng nhanh. Nxet lấy xu. Ok
train,3111,trùng lặp chính xác,Đẹp
train,8609,trùng lặp chính xác,Đẹp
train,9707,trùng lặp chính xác,Đẹp
train,9739,trùng lặp chính xác,Màu đẹp
train,11970,trùng lặp chính xác,Màu đẹp
train,11174,trùng lặp chính xác,"Đóng hàng chắc chắn
Giao đúng màu 
Tuỵt dời 
…………………………../….."
train,2709,trùng lặp chính xác,"Đồ vừa rẻ vừa chất lượng tốt có điều là mùi son hơi khó chịu nha mng, ai k thic thì cân nhắc ạ"
train,7690,trùng lặp chính xác,"Sản phẩm này thật sự rất tốt luôn, cảm ơn shop rất nhiều nhé! ❤❤"
train,12645,trùng lặp chính xác,Sản phẩm rất tuyệt rất đáng mua cả nhà nhé dùng thích lắm luôn á
train,9173,trùng lặp chính xác,đẹp
train,8319,trùng lặp chính xác,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn.
train,6064,trùng lặp chính xác,"Sản phẩm rất ok, son lì mịn với thơm nữa... Giao hàng nhanh hơn dự kiến."
train,7455,trùng lặp chính xác,"Sản phẩm tốt, giá ok, rất đáng để mua, shop có tư vấn hướng dẫn. Nói chung ok lắm"
train,2041,trùng lặp chính xác,"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây."
train,7569,trùng lặp chính xác,"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây."
train,7996,trùng lặp chính xác,"Chào mừng bạn đến với bảng nhớ tạm của Gboard, bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây."
train,2639,trùng lặp chính xác,Chắc lượng sản phẩm tuyệt vời đóng gói chắn chắn hình ảnh mang tính chất nhận xu
train,8717,trùng lặp chính xác,"Chắc giao đúng mẫu, giao hàng lâu, hơi buồn vì m đánh ko lên dc như hình mẫu"
train,11932,trùng lặp chính xác,"Lần thứ 2 mua của shop xuất sắc luôn
Sẽ ủng hộ shop nhiều hơn 👏👏👏"
train,4831,trùng lặp chính xác,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
train,5192,trùng lặp chính xác,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
train,11273,trùng lặp chính xác,"son đẹp mê luôn mng, giá quá rẻ cho 1 em chất lượng như vậy, màu 01 chuẩn đỏ nâu giống blr a12 và bbia25, chỉ là ko biết có hại môi hay ko nhưng màu đẹp 5* cho shop"
train,5445,trùng lặp chính xác,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
train,10918,trùng lặp chính xác,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
train,12953,trùng lặp chính xác,Màu xinh nha mng. Đánh lên trông ác hẳn :)))) để đánh lòng môi thì càng xinhhh. Bạn nào da ngăm thì cân nhắc ạ
train,8095,trùng lặp chính xác,"[FULL 4 MÀU] Son Kem Lì, Mịn Mượt Như Nhung Romand Milk Tea Velvet Tint 4.4g

- Thương hiệu: Romand
- Xuất xứ: Hàn Quốc
- Khối lượng: 4.4g

***Thế giới Skinfood là đại lý phân phối chính thức của Roma"
train,12306,trùng lặp chính xác,"Có 10 đứa trẻ con và 9 cây kẹo . 1 đứa nói "" thôi,  con không ăn đâu "" và được người lớn khen ngoan . Bạn thấy đấy đứa hiểu chuyện lại chẳng có kẹo .."
train,6465,trùng lặp chính xác,"Chất lượng sản phẩm tuyệt vời, phù hợp với giá tiền, đóng gói cẩn thận"
train,5262,trùng lặp chính xác,Giao hàng có hơi lâu một chút nhưng chất lượng thì tuyệt vời ạ.
train,9695,trùng lặp chính xác,"mua 4 đồ nhưng lúc mở thì thấy đc tặng thêm 2 đồ nữa, siu cuteeeee"
train,12717,trùng lặp chính xác,Sản phẩm chất lượng okelaaa hình ảnh và video không liên quan tới sản phẩm okiii
train,12965,trùng lặp chính xác,Sản phẩm chất lượng okelaaa hình ảnh và video không liên quan tới sản phẩm okiii
train,6691,trùng lặp chính xác,Chất lượng sản phẩm tuyệt vời đoang gói sản phẩm chắc chắn tốt
train,9732,trùng lặp chính xác,Son đẹp
train,8346,trùng lặp chính xác,"Chỉ có thể là tuyệt với 
Mình chỉ thích mẫu này thôi 
Mình canh từng giờ để có thể mua được cây son này á 
Yêu lắm"
train,7812,trùng lặp chính xác,Son đẹp lắm
train,9807,trùng lặp chính xác,"Đóng gói sản phẩm đẹp, chắn chắn, sản phẩm vẫn còn nguyên, sản phẩm rẻ tốt"
train,11426,trùng lặp chính xác,"Sản phẩm thơm,  mịn,  khá đều  hehehehehehehe  tóm lại nên mua nha bà con."
train,9947,trùng lặp chính xác,"Giao hàng nhanh, đầy đủ, đóng gói cẩn thận, hàng giao đúng số lượng, ưng lắm luôn ý"
train,12358,trùng lặp chính xác,mua 2 lần bên nhà focallure rùi vì quá iu son lên màu rất đỉnh bám lâu nữa quá là iu lun mng 🥰
train,10883,trùng lặp chính xác,Đã giao đủ hàng. Shop giao hàng nhanh. Hàng nguyên vẹn. Sẽ ủng hộ shop
train,11825,trùng lặp chính xác,"sản phẩm okelaaaa lắm ạ
mua nhiều lần rồi nhưng lần này hơi vơi 1 xíu"
train,11736,trùng lặp chính xác,Ok
train,11743,trùng lặp chính xác,"Giao hàng nhanh, cầm chắc chắn, chưa đánh kb độ bên có lâu không"
val,777,trùng lặp chính xác,"Son dùng chất mịn, mướt, màu đẹp, giá rẻ, sẽ ủng hộ lần sau...."
test,1411,trùng lặp chính xác,Tuyệt vời
train,11475,trùng lặp theo khoá so trùng,😄Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường
train,1048,trùng lặp theo khoá so trùng,Good
train,911,trùng lặp theo khoá so trùng,💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯
train,1053,trùng lặp theo khoá so trùng,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
train,1320,trùng lặp theo khoá so trùng,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
train,2671,trùng lặp theo khoá so trùng,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🙂😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🙂🙂🙂🙂🙂😍😍😍😍😍😍😍😍
train,3320,trùng lặp theo khoá so trùng,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍😍🥰😍😍🥰
train,3386,trùng lặp theo khoá so trùng,😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽😽
train,4248,trùng lặp theo khoá so trùng,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
train,4886,trùng lặp theo khoá so trùng,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤠🤠🤠😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🤠🤠🤠😍🤠🤠
train,5897,trùng lặp theo khoá so trùng,👍🏻
train,8016,trùng lặp theo khoá so trùng,😀😃😄😄😄😁😆🥰🥰😍😋🥲😙😚☺😗😜😘🤗😻🙈🙉💋💌💘💝❣💟💞💓💗❤❤❤🧡💛💛💚💚💙💙💜💜🤎🤎💝💟💞💓💯🤍👍👍👍
train,8617,trùng lặp theo khoá so trùng,😹😹😹
train,9676,trùng lặp theo khoá so trùng,🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰
train,10338,trùng lặp theo khoá so trùng,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻💯👍🏻👍🏻👍🏻👍🏻💯💯💯💯💯💯💯❤️💯💯💯💯💯💯💯💯💯💯💯👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
train,10399,trùng lặp theo khoá so trùng,😿😷😿😷🤒 😵😁🥴💩🤝🙄🤔😵🤢😵😿😵😂🤒😿🙀🤷😷🙀☺🤢🤢🤔😵🤔😷🙏🤢🙏🤝🙏😏🤔😵😟🤔🙀🤒😿🤒😿😷😿😷🤒 😵😁🥴💩🤝🙄🤔😵🤢😵😿😵😂🤒😿🙀🤷😷🙀☺🤢🤢🤔😵🤔😷🙏🤢🙏🤝🙏😏🤔😵😟🤔🙀🤒😿🤒😿😷😿😷🤒 😵😁🥴💩🤝🙄🤔😵🤢😵😿😵😂🤒😿🙀🤷😷🙀☺🤢🤢🤔😵🤔😷🙏🤢🙏🤝🙏😏🤔😵😟🤔🙀🤒😿🤒😿😷😿😷🤒 😵😁🥴💩🤝🙄🤔😵🤢
train,11506,trùng lặp theo khoá so trùng,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
train,11611,trùng lặp theo khoá so trùng,💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓💓
train,12286,trùng lặp theo khoá so trùng,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
train,12319,trùng lặp theo khoá so trùng,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
train,1693,trùng lặp theo khoá so trùng,"chất lượng sản phẩm tuyệt vời 
đóng gói sản phẩm rất đẹp và chắc chắn."
train,1736,trùng lặp theo khoá so trùng,Chất lượng sản phẩm tuyệt vời. Đóng gói sản phẩm rất đẹp và chắc chắn.
train,4955,trùng lặp theo khoá so trùng,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
train,6451,trùng lặp theo khoá so trùng,Chất lượng sản phẩm tuyệt vời . Đóng gói sản phẩm rất đẹp và chắc chắn
train,8734,trùng lặp theo khoá so trùng,Chất lượng sản phẩm tuyệt vời  . Đóng gói sản phẩm rất đẹp và chắc chắn
train,8901,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm rất đẹp và chắc chắn"
train,10468,trùng lặp theo khoá so trùng,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn
train,12243,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
train,1613,trùng lặp theo khoá so trùng,đẹp
train,8113,trùng lặp theo khoá so trùng,Đẹp !!
train,7896,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm đẹp và chắc chắn."
train,11139,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời
Đóng gói sản phẩm đẹp và chắc chắn"
train,3477,trùng lặp theo khoá so trùng,màu đẹp
train,2727,trùng lặp theo khoá so trùng,"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng "
train,4295,trùng lặp theo khoá so trùng,"🥰Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng"
train,7398,trùng lặp theo khoá so trùng,"🤩Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng"
train,4416,trùng lặp theo khoá so trùng,"Son lên màu đẹp
Mùi thơm
Nhưng mà hơi nhỏ hihi
Tiền nào của đó thôi ạ"
train,10000,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời 
Giao hàng nhanh 
Đóng gói chắc chắn"
train,5039,trùng lặp theo khoá so trùng,tốt 💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕
train,9446,trùng lặp theo khoá so trùng,"Hàng đóng gói rất đẹp. Quả nhiên người bán đã gửi gắm rất nhiều tâm tư và tình cảm trong lúc gói hàng. Hộp không có dấu hiệu bị móp, chứng tỏ bộ phận vận chuyển đã nâng như nâng trứng, hứng như hứng h"
train,6072,trùng lặp theo khoá so trùng,Chất lượng sản phẩm tuyệt vời. Rất đáng tiền. Thời gian giao hàng nhanh
train,6266,trùng lặp theo khoá so trùng,Son màu đẹp
train,8313,trùng lặp theo khoá so trùng,"Chất lượng sản phẩm tuyệt vời
Chất lượng sản phẩm tuyệt vờiii"
train,9574,trùng lặp theo khoá so trùng,Son đẹp 😀😁😂😃😄😅😆😊😉😋😉😋😉😁😆😀😆😀😉😀😉😉😀😉😀😉😀😉😀😉😀😉😀😉😀😉😉😀😉😀😊😋😋😋
train,10625,trùng lặp theo khoá so trùng,Hình ảnh chỉ mang tính chất nhận xu
train,12514,trùng lặp theo khoá so trùng,Xinh xỉu
